observation_id,crawl_id,dataset_version,domain_id,source_url,canonical_url,observed_at,page_role,browser_rendered,http_status_code,response_latency_ms,is_reachable,tls_valid,tls_version,certificate_expiry_days,axe_violations_count,critical_violations,serious_violations,moderate_violations,minor_violations,accessibility_score,has_missing_alts,lcp_ms,cls,fcp_ms,ttfb_ms,page_weight_bytes,lighthouse_performance_score,detected_primary_language,is_multilingual,dom_node_count,links_count,forms_count,has_https,has_hsts,has_csp,security_headers_score,website_category,architecture_type,is_validated
obs-84111fe5c1ac,crawl-master-20260809-190429,0.1.0,dom-78c99bdf0d,https://lawmin.gov.in,https://www.lawmin.gov.in/,2026-08-09T19:06:13.217734+00:00,homepage,True,403,20277.42402900003,False,True,TLSv1.3,44.0,1,0,0,1,0,97.0,False,36502.2,0.01,24332.9,20277.42402900003,375,10.0,en,False,7,0,0,True,True,False,25.0,district_administration,angular_spa,True
obs-58566e27ad1e,crawl-master-20260809-190429,0.1.0,dom-f7da77ec56,https://commerce.gov.in,https://www.commerce.gov.in/,2026-08-09T19:06:22.335421+00:00,homepage,True,403,8694.27793200066,False,True,TLSv1.3,52.0,1,0,0,1,0,97.0,False,15652.5,0.01,10433.1,8694.27793200066,377,10.0,en,False,7,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-37552a780b76,crawl-master-20260809-190429,0.1.0,dom-131a75d27d,https://powermin.gov.in,https://www.powermin.gov.in/,2026-08-09T19:06:30.726045+00:00,homepage,True,403,3319.162740000138,False,True,TLSv1.3,23.0,1,0,0,1,0,97.0,False,5977.3,0.01,3983.0,3319.162740000138,377,10.0,en,False,7,0,0,True,True,False,25.0,district_administration,angular_spa,True
obs-3d177110f168,crawl-master-20260809-190429,0.1.0,dom-79a9f781f0,https://rural.nic.in,https://rural.nic.in,2026-08-09T19:06:31.743502+00:00,homepage,True,502,680.3699609999967,False,False,,,0,0,0,0,0,,False,1224.7,0.01,816.4,680.3699609999967,0,75.5,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-b977879a1bf5,crawl-master-20260809-190429,0.1.0,dom-955d209a89,https://mohua.gov.in,https://www.mohua.gov.in/,2026-08-09T19:06:36.539292+00:00,homepage,True,200,4425.372401999994,True,True,TLSv1.3,55.0,0,0,0,0,0,100.0,False,7978.9,0.01,5310.4,4425.372401999994,6577,10.0,en,False,33,0,0,True,True,True,100.0,district_administration,nextjs,True
obs-58644cea2140,crawl-master-20260809-190429,0.1.0,dom-e125ca4679,https://moef.gov.in,https://moef.gov.in,2026-08-09T19:06:48.296857+00:00,homepage,True,200,5510.120375000042,True,True,TLSv1.3,36.0,42,1,20,0,21,0.0,True,10580.2,0.05,6612.1,5510.120375000042,563979,10.0,hi,True,1655,571,1,True,True,True,100.0,district_administration,angular_spa,True
obs-cae58afb98aa,crawl-master-20260809-190429,0.1.0,dom-cf5bd5de5c,https://wcd.nic.in,https://wcd.nic.in,2026-08-09T19:06:49.052052+00:00,homepage,True,502,701.5299739996408,False,False,,,0,0,0,0,0,,False,1262.8,0.01,841.8,701.5299739996408,0,74.7,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-b546e2a2334b,crawl-master-20260809-190429,0.1.0,dom-8acbe939b4,https://eci.gov.in,https://eci.gov.in,2026-08-09T19:06:51.882021+00:00,homepage,True,502,1887.8900859999703,False,False,,,0,0,0,0,0,,False,3398.2,0.01,2265.5,1887.8900859999703,0,32.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-a34387eac1a7,crawl-master-20260809-190429,0.1.0,dom-3f910491e8,https://sci.gov.in,https://www.sci.gov.in,2026-08-09T19:06:57.593992+00:00,homepage,True,403,5247.409599999628,False,True,TLSv1.3,27.0,1,0,0,1,0,97.0,False,9448.1,0.01,6296.9,5247.409599999628,372,10.0,en,False,7,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-2c03348bdfe6,crawl-master-20260809-190429,0.1.0,dom-d6ab4a1241,https://cag.gov.in,https://cag.gov.in/en,2026-08-09T19:07:05.488588+00:00,homepage,True,200,6023.6300599999595,True,True,TLSv1.2,150.0,2,2,0,0,0,76.0,False,11854.9,0.05,7228.4,6023.6300599999595,346523,10.0,en,True,2531,445,1,True,True,True,100.0,district_administration,angular_spa,True
obs-03ba68df7470,crawl-master-20260809-190429,0.1.0,dom-c45396e2ce,https://upsc.gov.in,https://upsc.gov.in,2026-08-09T19:07:55.749203+00:00,homepage,True,504,40141.31105300021,False,False,,,0,0,0,0,0,,False,72254.4,0.01,48169.6,40141.31105300021,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-3a99a5a51f3c,crawl-master-20260809-190429,0.1.0,dom-69c39c01e2,https://uidai.gov.in,https://uidai.gov.in,2026-08-09T19:08:35.573857+00:00,homepage,True,504,37143.142719000025,False,True,TLSv1.3,15.0,0,0,0,0,0,,False,66857.7,0.01,44571.8,37143.142719000025,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-eb3a039b7cf3,crawl-master-20260809-190429,0.1.0,dom-2827bbd66d,https://incometax.gov.in,https://incometax.gov.in,2026-08-09T19:08:37.536791+00:00,homepage,True,502,1351.212664999366,False,False,,,0,0,0,0,0,,False,2432.2,0.01,1621.5,1351.212664999366,0,51.4,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-20e7184bdb4f,crawl-master-20260809-190429,0.1.0,dom-69269f9505,https://gst.gov.in,https://www.gst.gov.in,2026-08-09T19:08:56.288001+00:00,homepage,True,403,15070.618116000333,False,True,TLSv1.2,124.0,1,0,0,1,0,97.0,False,27127.9,0.01,18084.7,15070.618116000333,9,10.0,en,False,2,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-290d75bb4aa0,crawl-master-20260809-190429,0.1.0,dom-1b99ea2fc4,https://nic.in,https://nic.in,2026-08-09T19:08:56.456343+00:00,homepage,True,502,112.61171500063938,False,False,,,0,0,0,0,0,,False,202.7,0.01,135.1,112.61171500063938,0,95.9,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-0de34d26f3eb,crawl-master-20260809-190429,0.1.0,dom-60444d4e20,https://digitalindia.gov.in,https://digitalindia.gov.in,2026-08-09T19:09:10.937144+00:00,homepage,True,403,13157.749248999608,False,True,TLSv1.2,194.0,1,0,0,1,0,97.0,False,23686.3,0.01,15789.3,13157.749248999608,118,10.0,en,False,6,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-73cc63a86c0a,crawl-master-20260809-190429,0.1.0,dom-c3598e99f4,https://mygov.in,https://www.mygov.in/,2026-08-09T19:09:16.553442+00:00,homepage,True,200,5342.460453999593,True,True,TLSv1.3,166.0,2,1,0,0,1,87.0,False,10667.2,0.05,6411.0,5342.460453999593,220437,10.0,en,True,2627,381,3,True,True,True,100.0,district_administration,angular_spa,True
obs-e5f7a1a6baa0,crawl-master-20260809-190429,0.1.0,dom-2e776fa6ad,https://parivahan.gov.in,https://parivahan.gov.in,2026-08-09T19:09:27.990563+00:00,homepage,True,200,4890.3607789998205,True,True,TLSv1.3,56.0,1,0,0,0,1,99.0,False,9239.4,0.05,5868.4,4890.3607789998205,293953,10.0,en,True,1092,226,1,True,True,True,100.0,district_administration,angular_spa,True
obs-013ea7c68ae0,crawl-master-20260809-190429,0.1.0,dom-e74763f42b,https://cowin.gov.in,https://cowin.gov.in,2026-08-09T19:09:46.089818+00:00,homepage,True,502,2157.9994690000603,False,False,,,0,0,0,0,0,,False,3884.4,0.01,2589.6,2157.9994690000603,0,22.3,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-cf4c45d86b9d,crawl-master-20260809-190429,0.1.0,dom-0471aa3c00,https://ap.gov.in,https://ap.gov.in,2026-08-09T19:10:37.330385+00:00,homepage,True,504,40148.00988099978,False,False,,,0,0,0,0,0,,False,72266.4,0.01,48177.6,40148.00988099978,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-803417fe236e,crawl-master-20260809-190429,0.1.0,dom-57a3871183,https://arunachalpradesh.gov.in,https://arunachalpradesh.gov.in,2026-08-09T19:10:41.860623+00:00,homepage,True,200,3218.7426569998934,True,True,TLSv1.3,31.0,0,0,0,0,0,100.0,False,6015.3,0.01,3862.5,3218.7426569998934,113458,10.0,en,True,554,86,0,True,False,True,50.0,district_administration,angular_spa,True
obs-7330204eb290,crawl-master-20260809-190429,0.1.0,dom-e6968c4b88,https://assam.gov.in,https://assam.gov.in,2026-08-09T19:11:32.726337+00:00,homepage,True,504,40144.57611200032,False,False,,,0,0,0,0,0,,False,72260.2,0.01,48173.5,40144.57611200032,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-cd1945c1a382,crawl-master-20260809-190429,0.1.0,dom-95cdb168ab,https://bihar.gov.in,https://bihar.gov.in,2026-08-09T19:11:34.487005+00:00,homepage,True,502,1120.606688999942,False,False,,,0,0,0,0,0,,False,2017.1,0.01,1344.7,1120.606688999942,0,59.7,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-4c577464bd43,crawl-master-20260809-190429,0.1.0,dom-24e66e8da4,https://cgstate.gov.in,https://cgstate.gov.in,2026-08-09T19:12:25.316741+00:00,homepage,True,504,40145.80587799992,False,False,,,0,0,0,0,0,,False,72262.5,0.01,48175.0,40145.80587799992,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-aea60cff0ada,crawl-master-20260809-190429,0.1.0,dom-7170759948,https://goa.gov.in,https://www.goa.gov.in/,2026-08-09T19:12:39.388132+00:00,homepage,True,200,13390.25260499966,True,True,TLSv1.3,180.0,1,1,0,0,0,88.0,False,24724.1,0.05,16068.3,13390.25260499966,141419,10.0,en,False,1554,232,1,True,True,True,100.0,district_administration,angular_spa,True
obs-bb32ee316c6d,crawl-master-20260809-190429,0.1.0,dom-29c696480f,https://gujaratindia.gov.in,https://gujaratindia.gov.in,2026-08-09T19:13:34.892478+00:00,homepage,True,504,43515.19307200033,False,False,,,0,0,0,0,0,,False,78327.3,0.01,52218.2,43515.19307200033,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-e137c91b025c,crawl-master-20260809-190429,0.1.0,dom-c9b3a882cc,https://haryana.gov.in,https://www.haryana.gov.in,2026-08-09T19:13:46.148756+00:00,homepage,True,200,10736.200164000365,True,True,TLSv1.3,57.0,0,0,0,0,0,100.0,False,19680.8,0.05,12883.4,10736.200164000365,146715,10.0,en,True,889,184,1,True,True,True,100.0,district_administration,angular_spa,True
obs-f43089d9624b,crawl-master-20260809-190429,0.1.0,dom-29c24ec70a,https://himachal.nic.in,https://himachal.nic.in,2026-08-09T19:14:36.423417+00:00,homepage,True,504,40157.23180799978,False,False,,,0,0,0,0,0,,False,72283.0,0.01,48188.7,40157.23180799978,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-085ca8271e41,crawl-master-20260809-190429,0.1.0,dom-303fbbf44d,https://jharkhand.gov.in,https://jharkhand.gov.in,2026-08-09T19:14:45.328479+00:00,homepage,True,200,7422.691047000626,True,True,TLSv1.3,181.0,46,13,22,1,10,0.0,True,13870.0,0.05,8907.2,7422.691047000626,275888,10.0,hi,True,1273,257,2,True,True,False,60.0,district_administration,angular_spa,True
obs-c5a5cffce4cb,crawl-master-20260809-190429,0.1.0,dom-67dc49da99,https://karnataka.gov.in,https://karnataka.gov.in,2026-08-09T19:15:36.169936+00:00,homepage,True,504,40137.496691000706,False,False,,,0,0,0,0,0,,False,72247.5,0.01,48165.0,40137.496691000706,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-5114ccdf9071,crawl-master-20260809-190429,0.1.0,dom-847631d0ba,https://kerala.gov.in,https://kerala.gov.in,2026-08-09T19:15:41.295601+00:00,homepage,True,200,3980.2130699999907,True,True,TLSv1.3,76.0,16,5,0,0,11,29.0,False,7598.4,0.05,4776.3,3980.2130699999907,164779,10.0,en,True,1085,194,6,True,True,True,80.0,district_administration,angular_spa,True
obs-2c9d4ca93672,crawl-master-20260809-190429,0.1.0,dom-b8a1dbe49d,https://mp.gov.in,https://mp.gov.in,2026-08-09T19:16:31.551442+00:00,homepage,True,504,40138.66169999983,False,False,,,0,0,0,0,0,,False,72249.6,0.01,48166.4,40138.66169999983,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-08101913928c,crawl-master-20260809-190429,0.1.0,dom-7a8f1ddd88,https://maharashtra.gov.in,https://maharashtra.gov.in,2026-08-09T19:16:44.682561+00:00,homepage,True,200,8554.094191999866,True,True,TLSv1.2,227.0,42,1,33,0,8,0.0,True,16408.2,0.01,10264.9,8554.094191999866,5408315,10.0,en,True,2527,788,1,True,True,True,100.0,district_administration,angular_spa,True
obs-6f94a75f3c58,crawl-master-20260809-190429,0.1.0,dom-7c4e642e9b,https://manipur.gov.in,https://manipur.gov.in,2026-08-09T19:16:54.126261+00:00,homepage,True,200,8749.491538999791,True,True,TLSv1.3,79.0,14,0,12,0,2,26.0,True,15923.5,0.05,10499.4,8749.491538999791,78352,10.0,en,False,436,91,1,True,True,True,100.0,district_administration,angular_spa,True
obs-94e76ed9e803,crawl-master-20260809-190429,0.1.0,dom-6ce658e6e7,https://meghalaya.gov.in,https://meghalaya.gov.in,2026-08-09T19:16:59.775500+00:00,homepage,True,200,4934.364052000092,True,True,TLSv1.3,48.0,0,0,0,0,0,100.0,False,9130.7,0.05,5921.2,4934.364052000092,58600,10.0,en,False,622,91,1,True,False,False,35.0,district_administration,angular_spa,True
obs-ffbac668a017,crawl-master-20260809-190429,0.1.0,dom-de52bc4bba,https://mizoram.gov.in,https://mizoram.gov.in,2026-08-09T19:17:01.749468+00:00,homepage,True,403,1811.4689079993695,False,True,TLSv1.3,34.0,1,0,0,1,0,97.0,False,3263.0,0.01,2173.8,1811.4689079993695,134,34.7,en,False,6,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-2119021259ef,crawl-master-20260809-190429,0.1.0,dom-32cdb32754,https://nagaland.gov.in,https://nagaland.gov.in,2026-08-09T19:17:09.592124+00:00,homepage,True,200,5389.042229000552,True,True,TLSv1.3,69.0,2,2,0,0,0,76.0,False,9935.9,0.01,6466.9,5389.042229000552,86771,10.0,en,False,589,117,2,True,True,True,80.0,district_administration,angular_spa,True
obs-5909b918b47d,crawl-master-20260809-190429,0.1.0,dom-7ff02b4b99,https://odisha.gov.in,https://odisha.gov.in,2026-08-09T19:18:10.541070+00:00,homepage,True,504,40163.32472900012,False,False,,,0,0,0,0,0,,False,72294.0,0.01,48196.0,40163.32472900012,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-bb760131a317,crawl-master-20260809-190429,0.1.0,dom-471049ce82,https://punjab.gov.in,https://punjab.gov.in,2026-08-09T19:18:13.310523+00:00,homepage,True,502,2187.862192000466,False,False,,,0,0,0,0,0,,False,3938.2,0.01,2625.4,2187.862192000466,0,21.2,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-45b52562897b,crawl-master-20260809-190429,0.1.0,dom-417a898102,https://rajasthan.gov.in,https://rajasthan.gov.in,2026-08-09T19:18:18.975633+00:00,homepage,True,200,3822.361174999969,True,True,TLSv1.3,101.0,0,0,0,0,0,100.0,False,6898.7,0.01,4586.8,3822.361174999969,31379,10.0,en,False,46,0,0,True,True,True,100.0,district_administration,angular_spa,True
obs-21b8a6c7c342,crawl-master-20260809-190429,0.1.0,dom-d4bfde1e94,https://sikkim.gov.in,https://www.sikkim.gov.in/,2026-08-09T19:18:34.760695+00:00,homepage,True,200,14458.370125000329,True,True,TLSv1.3,175.0,16,1,11,1,3,16.0,True,26361.5,0.05,17350.0,14458.370125000329,107323,10.0,en,False,841,182,1,True,False,True,75.0,district_administration,angular_spa,True
obs-6c0bdb0cf9e6,crawl-master-20260809-190429,0.1.0,dom-58b9295b4e,https://tn.gov.in,https://tn.gov.in,2026-08-09T19:19:18.726725+00:00,homepage,True,504,42841.401470000164,False,True,TLSv1.3,2.0,0,0,0,0,0,,False,77114.5,0.01,51409.7,42841.401470000164,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-8caab12a5a7b,crawl-master-20260809-190429,0.1.0,dom-41c0da416b,https://telangana.gov.in,https://telangana.gov.in,2026-08-09T19:19:21.794625+00:00,homepage,True,502,1550.1631049992284,False,True,TLSv1.3,103.0,0,0,0,0,0,,False,2790.3,0.01,1860.2,1550.1631049992284,0,44.2,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-d7a7444b8d63,crawl-master-20260809-190429,0.1.0,dom-247d4496d0,https://tripura.gov.in,https://tripura.gov.in,2026-08-09T19:20:13.317795+00:00,homepage,True,504,40151.71681799984,False,False,,,0,0,0,0,0,,False,72273.1,0.01,48182.1,40151.71681799984,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-b0563bdfde79,crawl-master-20260809-190429,0.1.0,dom-d5ca8e033f,https://up.gov.in,https://up.gov.in,2026-08-09T19:21:04.192593+00:00,homepage,True,504,40147.458591999566,False,False,,,0,0,0,0,0,,False,72265.4,0.01,48177.0,40147.458591999566,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-85ccceec89b6,crawl-master-20260809-190429,0.1.0,dom-308eaf36df,https://uk.gov.in,https://uk.gov.in,2026-08-09T19:22:01.542703+00:00,homepage,True,504,40150.46861999963,False,False,,,0,0,0,0,0,,False,72270.8,0.01,48180.6,40150.46861999963,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-14bfd09da424,crawl-master-20260809-190429,0.1.0,dom-19c27acf95,https://wb.gov.in,https://wb.gov.in,2026-08-09T19:22:08.317318+00:00,homepage,True,200,5303.051300000334,True,True,TLSv1.2,230.0,0,0,0,0,0,100.0,False,9665.1,0.01,6363.7,5303.051300000334,83381,10.0,en,False,299,51,0,True,True,False,25.0,district_administration,angular_spa,True
obs-1a0f957222b7,crawl-master-20260809-190429,0.1.0,dom-4bceefa191,https://andaman.gov.in,https://andaman.gov.in,2026-08-09T19:22:50.579508+00:00,homepage,True,502,26133.35158799964,False,False,,,0,0,0,0,0,,False,47040.0,0.01,31360.0,26133.35158799964,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-7ccab0c14962,crawl-master-20260809-190429,0.1.0,dom-02cc1d6530,https://chandigarh.gov.in,https://chandigarh.gov.in,2026-08-09T19:22:58.459336+00:00,homepage,True,502,7193.836559999909,False,False,,,0,0,0,0,0,,False,12948.9,0.01,8632.6,7193.836559999909,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-ef4fa16d91a6,crawl-master-20260809-190429,0.1.0,dom-40297f7225,https://daman.nic.in,https://daman.nic.in,2026-08-09T19:23:12.298993+00:00,homepage,True,502,9125.450969000667,False,False,,,0,0,0,0,0,,False,16425.8,0.01,10950.5,9125.450969000667,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-7135d782a3c9,crawl-master-20260809-190429,0.1.0,dom-74058a197c,https://delhi.gov.in,https://delhi.gov.in,2026-08-09T19:23:17.991574+00:00,homepage,True,200,5106.2572500004535,True,True,TLSv1.3,125.0,2,0,0,0,2,98.0,False,9408.9,0.05,6127.5,5106.2572500004535,51636,10.0,en,True,544,108,2,True,True,True,100.0,district_administration,drupal,True
obs-aa3748ffd3a6,crawl-master-20260809-190429,0.1.0,dom-1c9b82d96e,https://jk.gov.in,https://jk.gov.in,2026-08-09T19:24:08.251246+00:00,homepage,True,504,40142.37357799993,False,False,,,0,0,0,0,0,,False,72256.3,0.01,48170.8,40142.37357799993,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-5b6715effeb4,crawl-master-20260809-190429,0.1.0,dom-d61bde7d79,https://ladakh.nic.in,https://ladakh.nic.in,2026-08-09T19:24:09.027207+00:00,homepage,True,502,721.4207170000009,False,False,,,0,0,0,0,0,,False,1298.6,0.01,865.7,721.4207170000009,0,74.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-d4fbe3d2ecbf,crawl-master-20260809-190429,0.1.0,dom-0724004e2d,https://lakshadweep.gov.in,https://lakshadweep.gov.in,2026-08-09T19:24:19.707466+00:00,homepage,True,200,9661.664389999714,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,17771.0,0.05,11594.0,9661.664389999714,183009,10.0,en,True,950,172,1,True,True,True,100.0,district_administration,angular_spa,True
obs-b06de2300e7b,crawl-master-20260809-190429,0.1.0,dom-a0ec589f86,https://py.gov.in,https://py.gov.in,2026-08-09T19:24:32.928022+00:00,homepage,True,200,11989.273379000224,True,True,TLSv1.3,52.0,0,0,0,0,0,100.0,False,21936.3,0.05,14387.1,11989.273379000224,99303,10.0,en,False,889,141,1,True,True,True,100.0,district_administration,angular_spa,True
obs-c44fd23f40a9,crawl-master-20260809-190429,0.1.0,dom-8f6288dfda,https://varanasi.nic.in,https://varanasi.nic.in,2026-08-09T19:24:39.792381+00:00,homepage,True,200,4949.3767820003995,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,9385.7,0.05,5939.3,4949.3767820003995,206357,10.0,en,True,1192,189,1,True,False,False,0.0,district_administration,angular_spa,True
obs-828f8e24162a,crawl-master-20260809-190429,0.1.0,dom-8aa7e60eda,https://lucknow.nic.in,https://lucknow.nic.in,2026-08-09T19:24:47.507454+00:00,homepage,True,200,5799.42414999914,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,10913.8,0.05,6959.3,5799.42414999914,197791,10.0,en,True,1187,177,1,True,True,True,100.0,district_administration,angular_spa,True
obs-a6b1552fb365,crawl-master-20260809-190429,0.1.0,dom-573ca4536b,https://agra.nic.in,https://agra.nic.in,2026-08-09T19:24:53.665144+00:00,homepage,True,200,4372.911808000026,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,8378.4,0.05,5247.5,4372.911808000026,216577,10.0,en,True,1268,221,1,True,False,False,0.0,district_administration,angular_spa,True
